,stemmed_tokens
894,"['kak', 'varian', 'hdd', '1tera hitam', 'varian', 'vga', '4 22hitam', 'bagus', 'kak']"
895,"['produk', 'full', 'putih', 'kuat', 'egk', 'makan', 'valorant', 'kak']"
896,"['makan', 'ets']"
897,"['gan', 'spec', 'editing', 'video', '4k', '2k']"
898,"['paket', 'ganti', 'pakai', 'ddr4', '8gb', '16gb', 'kak']"
899,"['casing', 'pakai']"
900,"['makan', 'pubg']"
901,"['install', 'windows']"
902,"['bekas', 'bos']"
903,"['game', 'bisa', 'pilih', 'gan']"
904,"['pakai', 'ssd', 'nvme', 'kah', 'min']"
905,"['psu', 'kuat', 'pakein', 'vga', 'gtx', '1650', 'mas']"
906,"['up', 'psu', 'kuat', 'vga', '6600', 'xt', 'bang']"
907,"['mas valorant', 'cs2', 'fps']"
908,"['instal', 'windows', 'windows']"
909,"['depan', 'vga', 'eksternal', 'min']"
910,"['ada', 'barang']"
911,"['monitor', 'keyboard', 'mouse', 'wifi']"
912,"['vga', 'vega', 'series', 'gan']"
913,"['kak', 'keyboard', 'mouse', 'merek']"
914,"['gaming', 'kuat', 'kak']"
915,"['min', 'toko', 'offline', 'harga']"
916,"['kirim', 'bengkulu', 'aman', 'pc']"
917,"['kirim', 'sulawesi', 'tenggara', 'aman', 'abang', 'v', 'takut', 'rusak', 'wkwk']"
918,"['kak', 'aman', 'kirim', 'pulau', 'jawa']"
919,"['kak', 'multimedia', 'render', 'video', 'aman', 'nih']"
920,"['kak', 'streaming', 'aman', 'jos']"
921,"['bang', 'vga', 'pakai', '1660', 'super']"
922,"['makan', 'xbox', 'gamepass', 'pc']"
923,"['min', 'plug', 'and', 'play', 'kah']"
924,"['install', 'driver', 'pnp', 'kak']"
925,"['model', 'wireless']"
926,"['wireless', 'kabel']"
927,"['plug', 'nd', 'play', 'ny', 'iya', 'gan']"
928,"['forza', 'horizon', '5', 'gan']"
929,"['plug', 'play', 'game', 'steam']"
930,"['gan', 'analog', 'kanan', 'fungsi', 'camera', 'contoh', 'game', 'god', 'of', 'war', 'beli', 'brand', 'button', 'iya']"
931,"['hitam', 'ready', 'suport', 'xinput']"
932,"['plug', 'play', 'jalan', 'aplikasi', 'x360', 'gan', 'biar', 'kompatible', 'game']"
933,"['garansi', 'gan']"
934,"['kirim', 'kak']"
935,"['resident', 'evil', '4', 'pc', 'install', 'aplikasi']"
936,"['fifa', '23']"
937,"['windows', '11']"
938,"['pnp', 'gan', 'windows', '10']"
939,"['r2', 'l2', 'trigger', 'min', 'dual', 'vibration', 'single']"
940,['macbook']
941,"['game', 'bola', 'pes', '2021', 'pc', 'support', 'yakalo', '2', 'stik', 'makenya', '2', 'usb']"
942,"['trigger', 'r2', '', 'l2', 'on', '', 'off', 'progressive', 'maksud', 'makan', 'game', 'mobil', 'gas', 'gas', 'pol', 'lepas', 'gas', 'thank', 'you']"
943,"['ready', 'kirim']"
944,"['putih', 'kosong', 'gan']"
945,"['support', 'android', 'versi', '12']"
946,"['gta', 'makan', 'pakai', 'aplikasi', 'kak']"
947,"['gan', 'dinamo', 'dalam', 'joystick']"
948,"['support', 'game2', 'steam', 'kak']"
949,"['stik', 'getar']"
950,"['gan', 'klaim', 'garansi']"
951,['ready']
952,"['ready', 'garansi']"
953,"['barang', 'orisinal', 'rexus']"
954,"['ready', 'om', 'gojek', 'instant']"
955,"['kak', 'kabel', 'monitor', 'kah']"
956,"['vga', 'ganti', 'gtx1660super']"
957,"['bawa', 'fan', 'min', 'tambah', 'maksmial', 'muat', 'fan']"
958,"['tanpavga', 'gan']"
959,"['rakit', 'min']"
960,"['ganti', 'rtx', '2050', 'admin']"
961,"['isi', 'wifi']"
962,"['non', 'vga']"
963,"['halo rumah', 'ku', 'listrik', '450v', 'kulkas']"
964,"['alamat', 'toko']"
965,"['ganti', 'rtx', '3050', 'total', 'kak']"
966,"['warna', 'cooler', 'ganti']"
967,"['pasang', 'rtx']"
968,"['upgrade', 'ram', 'makan', 'minecraft', 'java']"
969,"['min', 'rekues', 'casing', 'hitam', 'rgb', 'putih']"
970,['ready']
971,"['kabel', 'power', 'vga', 'dll', 'mas']"
972,"['min', 'kirim', 'kota']"
973,"['kak', 'barang', 'ambil', 'bayar', 'pakai', 'tokped']"
974,"['maka', 'grapic', 'card', 'asus', 'gan']"
975,"['halo', 'tanya', 'windows', '10', 'windows', '11']"
976,"['hdd', '1tb']"
977,"['gan', 'makan', 'forza', 'horizon', 'kuat', 'fps']"
978,"['request', 'game']"
979,"['windows', 'orisinal']"
980,"['bayar', 'atas', '10', 'juta', 'gan']"
981,"['gan', 'makan', 'valorant', 'stabil kuat']"
982,"['ganti', 'windows', '10', 'pro', 'biasa', 'pakai', 'windows', '11', 'ganti', 'ram', '16', 'gb']"
983,"['warna', 'rgbny', 'matiin', 'kakak', 'ganti']"
984,"['request', 'windows', 'asli', 'kak']"
985,"['min', 'ganti', 'item', 'mobo', 'casing']"
986,"['connect', 'wifi', 'bluetooh', 'gaperlu', 'pakai']"
987,"['min', 'ganti', 'casing']"
988,"['ganti', 'i5', '10400f']"
989,"['upgrade', 'ram']"
990,"['req', 'ganti', 'casing', 'kak']"
991,"['ready', 'kak']"
992,"['kak', 'barang', 'ambil']"
993,"['gan', 'kondisi', 'pas', 'kirim', 'rakit']"
994,"['stok', 'habis', 'kah', 'kak']"
995,"['min', 'ganti', 'item', 'item', 'ganti', 'mobo', 'ram', 'b560', 'auros', 'ram', '16gb']"
996,"['gan', 'build', 'gambar', 'cooler']"
997,"['ready', 'min']"
998,"['pc', 'full', 'set', 'doang', 'min', 'monitor']"
999,"['kak', 'casingnya', 'sesuai', 'gambar']"
1000,"['tambah', 'ram', '16', 'gb', 'kak', 'tambah', 'ssd', '512', 'tambah', 'iya']"
1001,"['ganti', 'vga', 'rtx', 'tambah', 'kak']"
1002,"['windows', '10']"
1003,['hdd']
1004,"['pasang', 'vga']"
1005,"['psu', '80']"
1006,"['min', 'pc', 'gaming', 'makan', 'fornait', 'gta', 'rp']"
1007,"['min', 'ram', '', 'ssd', 'merk', '']"
1008,"['depan', 'biar', 'kencang', 'upgrade', 'apa', 'min']"
1009,"['min', 'barang']"
1010,"['gan', 'spiderman', 'miles', 'morales', 'suport', 'kah']"
1011,"['kuat', 'makan', 'valo apex', 'min']"
1012,"['makan', 'game', 'assettocorsa']"
1013,"['ram', 'stabil', 'oc', '3200', 'stabil', '2666']"
1014,"['rakit', 'kah']"
1015,"['makan', 'euro', 'truk', 'simulator', '2']"
1016,"['keranjang', 'kak', 'tunggu', 'kumpul', 'dana', 'ehe']"
1017,"['psu', 'merek', 'min']"
1018,"['maaf', 'kak', 'merek', 'ssd', 'psu', 'ram']"
1019,"['makan', 'gta', '5', 'roleplay']"
1020,"['ready', 'min', 'cassing', 'pilih', 'kah', 'gambar', '3', 'casing', 'beda']"
1021,"['genshin', 'impact', 'setting', 'high', '60fps', 'gan']"
1022,"['ready', 'kah', 'min', 'komponen', 'persis', 'deskripsi']"
1023,"['spek', 'ini', 'rekomendasi', 'makan', 'hogwarts', 'legacy', 'iya', 'fps']"
1024,"['game', 'gan', 'resident', 'evil', '4', 'remake', 'the', 'last', 'of', 'us2', 'god', 'of', 'war', 'ragnarok', 'call', 'of', 'duty', 'warzone']"
1025,"['min', 'spek', 'monitor', 'samsung', 'curved', '24', 'inch']"
1026,"['min', 'pc', 'pilih', 'acak']"
1027,"['ok', 'siang', 'check', 'out', 'barang', 'game', 'ubah', 'dikit', 'gan', 'gta', 'residen', 'evil', '7', 'pubg', 'mobile', 'dota', '2', 'devil', 'my', 'cry', '5', 'pes', '2019']"
1028,"['kirim', 'sumatra', 'biaya', 'gan', 'rencana', 'ambil', 'komputer']"
1029,"['list', 'game', 'tera', 'situ', 'pilih', 'item', 'game']"
1030,"['cpunya', 'min']"
1031,"['makan', 'battlefield', '5', 'multiplayer', 'fps', 'gan']"
1032,"['spiker', 'gan']"
1033,"['makan', 'valo', 'fps', 'kak']"
1034,"['free', 'fire', 'gan']"
1035,"['2juta', 'an', 'pc', 'lengkap', 'kah', 'kak', 'takut', 'beli', 'pc', '2', 'juta', 'cuman', 'cpu', 'cuman', 'monitor', 'terima', 'kasih']"
1036,"['kak', 'fullset', 'lengkap']"
1037,"['kak', 'edit', 'after', 'effect', 'lancar', 'instal', 'game', 'lancar']"
1038,"['kak', 'ram', 'kakak', 'jual', 'jelek', 'retur', 'pakai', 'tuh', 'gimana', 'chat', 'balas']"
1039,"['buka', 'blender', 'roblox', 'studio', 'kak']"
1040,"['klaim', 'garansi', 'gan']"
1041,"['min', 'makan', 'mhw', 'fps']"
1042,"['diinstal', 'windows adobe corel office']"
1043,"['kak', 'game', 'diinstal', 'pc', 'makan', 'game', 'gta5', 'rdr2', 'tolong', 'kak']"
1044,"['pubg', 'varian', 'gtx', '750ti', 'fps']"
1045,"['kak', 'makan', 'gta', '5', 'fps', 'kak']"
1046,"['makan', 'genshin', 'min', 'fps']"
1047,"['kak', 'part', 'partnya', 'kondisi', 'bekas']"
1048,"['pakai', 'edit', 'photoshop', 'after', 'effect', '3d', 'blend', 'mumpuni']"
1049,"['ready', 'stok', 'kirim', 'ini', 'surabaya']"
1050,"['ram', 'up', 'kasih', 'opsi', 'up', 'ssd', 'ram', 'min']"
1051,"['support', 'valorant', 'fps', 'kak']"
1052,"['min', 'pubgm', '90fps', 'nih']"
1053,"['prosesor', 'generasi']"
1054,"['kak', 'ram', '8gb', 'dual', 'single', 'chanel']"
1055,"['psu', 'motherboard', 'merk', 'harga']"
1056,"['psu', 'ganti', 'armaggeddon', 'voltron', 'bronze', '235', 'watt', '242w', 'standard', 'rated', 'power', 'wide', 'voltage', '170v', '-', '240v', 'built', '120mm', 'silent', 'fan']"
1057,"['suport', 'vga', 'gan']"
1058,"['pasang', 'vga']"
1059,"['up', 'amd', '5', '56000g']"
1060,"['hardisk', '500gb', 'seagate', 'kakak']"
1061,"['makan', 'valo', 'fps', 'kak', 'rata', 'kiri']"
1062,"['gan', 'merk', 'speed', 'ram', 'ssd', 'nvme']"
1063,"['kak', 'gamenya', 'request']"
1064,"['barang', 'kirim', 'proses', 'rakit', 'kak']"
1065,"['psu', 'ganti']"
1066,['cod']
1067,"['psu', 'merk', 'gan']"
1068,"['spek', 'pakai', 'mobo', 'h610m', 'z790']"
1069,"['warna', 'fan', 'ganti', 'ganti', 'min']"
1070,"['editingan', 'rendering', 'video', '4k', 'lancar', 'throtling']"
1071,"['throtling', 'gan']"
1072,"['pc', 'makan', 'minecraft', 'pakai', 'shader', 'rtx', 'on']"
1073,"['pc-', 'kakak', 'rakit']"
1074,"['benar', 'adobe', 'premiere']"
1075,"['makan', 'gta', '5']"
1076,"['gan', 'mobo', 'pasang', 'vga', '750ti', '4gb', 'ddr5', 'vga', '']"
1077,['gan']
1078,"['makan', 'core', 'island', 'kak']"
1079,"['varian', 'vga', '2gb', 'kuat', 'makan', 'pes', '2021', 'kah']"
1080,"['pakai ganti', 'casing', 'fan', 'rgb', 'photo', 'no1']"
1081,"['isi', 'full', 'game', 'baru']"
1082,"['vga', 'jenis', 'spek', 'gan']"
1083,"['request', 'casing', 'kak']"
1084,"['partnya', 'gan']"
1085,"['tambah', 'ssd', 'monitor']"
1086,"['pesan', 'vga hdd ssd', 'min']"
1087,"['design', 'grafis', 'editing', 'video', 'ok', 'mas']"
1088,"['vga', 'spec', 'kak', 'gddr']"
1089,"['game', 'request', 'kak']"
1090,"['slot', 'ssd', 'min']"
1091,"['min', 'tau', 'beli', 'toko', 'offline', 'harga', 'beda', 'tinggal', 'medar', 'mall', 'mangga', '2']"
1092,"['min', 'ijin', 'tipe', 'sun', 'readynya', 'tipe', 'eg', 'mobonya', 'ganti', 'asrock', 'tipe', 'sun', '']"
1093,"['kak', 'varian', 'pc', '', 'kayu', 'ongirnya', 'mahal', 'pc', 'paking', 'kayu', 'murah', '300', 'ribu', 'opsi', 'kirim', 'papua', 'eror']"
1094,"['kak kalau', 'kirim', 'pakai', 'kargo', 'aman', 'kak', 'jawa', 'abis', 'kak']"
1095,"['live', 'streaming', 'tiktok', 'main', 'genshin', 'rata', 'kanan']"
1096,"['unit', 'ready', 'min']"
1097,"['gan', 'psu', 'watt']"
1098,"['windows', '11nya', 'activated', 'tambah']"
1099,"['bang', 'mobo', 'merk']"
1100,"['beli', 'thermal', 'pastenya', 'rakit', 'rakit']"
1101,"['vram', 'vga']"
1102,"['vga', 'rx580', '2048', 'sapa', 'iya', 'kak', 'model']"
1103,"['ryzen', '5', 'seri', 'kak']"
1104,"['aplikasi', 'game', 'req']"
1105,"['kak', 'install', 'aplikasi']"
1106,"['diupgrade', 'kah', 'min']"
1107,"['namba', 'hdd', '2', 'tera', 'tambah', 'brp', 'nambahnya', 'kirim']"
1108,"['listrik', '450watt', 'kuat', 'bang', 'pc']"
1109,"['min', 'psu', 'tambah', '550w-600w', 'tambah']"
1110,"['foto', 'aigon 4fan 16gb', 'min', 'takut', 'sesuai', 'ekspetasi']"
1111,"['pakai', 'psu', 'merek', 'min']"
1112,"['min', 'barang', 'rusak', 'garansi', 'kah']"
1113,['fullset']
1114,"['psu', 'ganti', '400 bronze']"
1115,"['hardisk', '2', 'ssd', '256gb', '', 'nvme', '256']"
1116,"['ganti', 'tambah', 'ssd', 'nvme', '256gb']"
1117,"['magix', 'a320m', 'ram', '16', 'ssd', 'nvme', '256', 'min']"
1118,"['min', 'vga', 'upgrade']"
1119,"['min', 'misal', 'ssd', '512', '280', 'ribu', 'bayar', 'tambah', 'min']"
1120,"['montech', 'ready', 'minn']"
1121,"['ready', 'minn']"
1122,"['stok', 'ready', 'windows', 'installed']"
1123,"['min', 'ssd', '1tb', 'tambah']"
1124,"['min', 'full', 'set']"
1125,"['hdd', 'tambah', '1tb', 'pakai', 'vga', '1060', 'ti', 'tambah', 'min']"
1126,"['min', 'beda', 'bg30', 'a520m', 'bg30', 'a320m']"
1127,"['makan', 'valo', 'smooth', 'kak']"
1128,"['full', 'set']"
1129,"['psu', 'merek', 'gan']"
1130,"['min', 'ssd', 'ganti', 'nvme', 'samsung', '', 'ventus', '512', 'gb']"
1131,"['ready', 'kak']"
1132,"['sesuai', 'deskripsi', '5 2', 'total']"
1133,"['min', 'beli', 'pakai', 'gpu', 'kah', 'min']"
1134,"['merk', 'ram']"
1135,"['min', 'mobo', 'ganti', 'series']"
1136,"['ready', 'gan']"
1137,"['pakai', 'nvmegada', 'hardisk']"
1138,"['vga', 'bang', 'lubang', 'flash', 'disk']"
1139,"['gan', 'procie', '', 'mobo', '', 'ram', '16gb']"
1140,"['gan', 'request', 'mobo', 'stell', 'legend', 'b450m', 'aircoller', 'corsair', 'll', '120', 'white', 'rgb']"
1141,"['om', 'psu', 'request', 'ganti', 'tambah']"
1142,"['kak', 'produk', 'request', 'vga']"
1143,"['pakai', 'ssd']"
1144,"['kirim', 'pc', 'rakit sudah', 'rakit', 'rakit', 'komponen', 'segel', 'kah']"
1145,"['min', 'kirim', 'kompinennya', 'lepas', 'komponen', 'cpu', 'tray', 'box']"
1146,"['part', 'new', 'bang']"
1147,"['bang', 'psu', 'ganti', 'merk', 'bagus', 'corsair seasonic', 'berapa', 'pasang', 'rx6600']"
1148,"['mobo', 'dual', 'channel', 'min']"
1149,"['min', 'varian', 'ram', '16', '3200', 'mah', 'psu', 'min', 'depan', 'masang', 'vga', '1660s', '80', 'bronze', 'min']"
1150,"['ganti', 'vga', 'nvidia', 'min']"
1151,"['merk', 'ssd', 'psu']"
1152,"['adobe', 'after', 'effect', '', 'ilustrator', 'baru', 'kuat', 'gojek']"
1153,"['bayar', 'rakit', 'kirim', 'jam', 'rencana', 'gojek', 'instan', 'tebet', 'maksimal', 'jam', '3', 'musti', 'nyampe', 'soal']"
1154,"['gan', 'fan', 'rgb', 'warna', 'biru']"
1155,"['ssd', '256gb', 'nih']"
1156,"['16gb', '3200', 'ready', 'ganini', 'powersupply', 'yakcolokan', 'usb', 'blkg', 'gan', 'req', 'game softaware', 'mentah', 'installapa', 'listnythanks']"
1157,"['vga', 'gan', 'rx', '570', 'rencana', 'pasang']"
1158,"['slot', 'm2', 'tambah', 'ssd', 'nvme', 'gan', 'upgrade', 'gpu', 'gan']"
1159,"['vganya', 'onboard', 'iya']"
1160,"['ganti', 'speck']"
1161,"['varian', '256 3200 5502', 'pasang', 'rtx', 'gan']"
1162,"['gan', 'ram', '32', 'harga', 'jdnya']"
1163,"['min', 'tau', 'merk', 'ssd', 'ram']"
1164,"['min', 'pasang', 'cpu', 'cooler', 'rgb']"
1165,"['pasang', 'vga', 'om']"
1166,"['main', 'apex', 'fps']"
1167,"['kak', 'ganti', 'case', 'm-itx', 'custom', 'order', 'jatohnya']"
1168,"['toko', 'offline', 'om', 'insyaallah', 'mampir']"
1169,"['tonton', 'yt', '20', 'tab']"
1170,"['windows', 'aktivin']"
1171,"['ram', 'pakai', 'team', 'ta', 'force', 'delta']"
1172,"['request', 'game', 'new', 'world', 'kak']"
1173,"['fifa', '23']"
1174,"['varian', '16', 'gb', '3200', '', '500w', 'ready', 'gan', 'varian', 'pakai', 'psu']"
1175,"['makan', 'fifa', 'dua']"
1176,"['pakai', '500w', 'pakai', 'psu', 'min']"
1177,"['ready', 'gan', 'gojek']"
1178,"['ssd', '256', 'ram']"
1179,"['kirim', 'dus', 'om']"
1180,"['16g', '2666', 'valorant', 'fps', 'bos']"
1181,"['spek', 'case', 'mini', 'itx', 'seri', 'gan']"
1182,"['gan', 'unit', 'varian', '2666 500w', 'ready']"
1183,"['mas', 'dong', 'item2', '', 'tray']"
1184,"['gojek', 'jaktim', 'om']"
1185,"['processor', 'diupgrade', 'min']"
1186,"['non', 'vga']"
1187,"['watt', 'kak', 'total', 'listrik']"
1188,"['tipe', 'ram', 'ddr4', '5', 'mobonya', 'upgrade', 'ddr', '5']"
1189,"['pc', 'built', 'up', 'game']"
1190,"['ssd', 'only', 'pakai', 'hdd', 'request', 'ssd', '1tb']"
1191,"['speknya', 'sesuai', 'min', 'deskripsi', 'request', 'casenya', 'ganti', 'warna', 'putih', 'tambah', 'duit']"
1192,"['fan', 'casingnya', 'pcs']"
1193,"['pc', 'doang']"
1194,"['monitor', 'ganti', 'monitor', '24gn600', '144hz', 'mouse', 'keyboard', 'om']"
1195,"['min', 'makan', 'f1', 'kuat']"
1196,"['gan', 'intel', 'ganti', 'seri', '10', 'kf', 'vga', 'ganti', 'rtx', '3060', 'ram', '16', 'gb', 'aja', 'ssd', 'nvme', '500gb', 'sata', '1', 'tb', 'psu', 'gold', '850', 'mouse', 'keyboard', 'iya', 'gan']"
1197,"['min', 'processornya', 'ganti', 'ryzen', '7', '3700x', 'tambah', 'wireless', 'monitor']"
1198,"['kakak', 'kirim', 'rumah', '', 'bintaro', 'jakarta', 'selatan']"
1199,"['min', 'ganti', 'amd', 'ryzen', 'monitor']"
1200,"['monitor', 'wifi']"
1201,"['monitor', 'wifi', 'bga', '1660', 'super', 'gan']"
1202,"['upgrade', 'rtx', '2060i', 'rtx', '2060', 'super']"
1203,"['monitor', 'keyboard', 'mouse']"
1204,"['vga', 'ganti', 'rtx', '2060']"
1205,"['malam', 'gan', 'spek', 'ram', '32gb', 'monitor', '27', 'curved', 'gan']"
1206,"['vga', 'ganti', '1660', 'ti', 'gan']"
1207,"['mouse', 'keyboard', 'pakai', 'motherboard', 'b365', 'phantom', 'gaming', 'b365', 'pro', '4']"
1208,"['monitor', 'ganti', 'samsung', 'c27', 'r500', 'fhe', '27', 'hdd', '2', 'tb', 'wireless', 'wifi', 'bluetooth', 'keyboard', 'gaming', 'cougar', 'combo', 'deathfire', 'webcam', 'casing', 'infinity', 'spyder', 'gan']"
1209,"['ready', 'stock', 'kah']"
1210,"['pakai', 'ssd key', 'mouse', 'ram', '32gb', 'hardisk', '2tb', 'total']"
1211,"['monitor', '', 'keyboard', 'mouse', 'wifi', 'wireless']"
1212,"['vganya', 'gtx', '1660', 'super', '6gb', 'monitor']"
1213,"['monitor', 'ganti', '24', 'inci', 'ngab']"
1214,"['gan', 'ram', 'merek', 'ganti', 'speed']"
1215,"['cpu', 'gan']"
1216,"['vga', 'ganti', '8', 'gb']"
1217,"['ready', 'bos']"
1218,"['gan', 'vga', 'ganti', 'nvidia', 'rtx', '1660', 'ti', 'monitor']"
1219,"['ganti', 'nvidia', 'rtx', '', 'monitor', '27']"
1220,"['vga', 'ganti', 'nvidia', 'gtx', '1660', 'ti', '', 'ganti', 'monitor', '27', 'gan']"
1221,"['beda', 'pc', 'rakit', 'i7', 'skylake', 'bang']"
1222,"['monitor', 'ganti', '27', 'curve']"
1223,"['ready', 'gan', 'tuker', 'ram', 'mentok', 'vga', 'tuker', '2080', 'to', 'gan']"
1224,"['bang', 'barang', 'ready', 'vga', 'ganti', 'rtx', '2060', 'motherboard', 'ny', 'z390-a', 'pro', 'ram', 'ny', 'ganti', 'dual', 'channel', '32']"
1225,"['pasang', 'windows', '10', 'pro', 'kah', 'gan']"
1226,"['hai', 'spec', 'ganti', 'monitor', 'seri', 'ultrafine', 'uk', '24', '27', 'iya', 'terima', 'kasih']"
1227,"['sore', 'gan', 'spek', 'ganti', 'rtx', '2060', 'monitor', 'iya']"
1228,"['gan', 'gpu', 'gtx', '1660', 'gtx', '1060', 'spek', 'budget', '13', 'juta']"
1229,['toko']
1230,"['daya', 'listrik', 'rumah', 'minimal', 'pc', 'hidup', 'lancar', 'jaya']"
1231,"['monitor', 'ganti', 'samsung', 'led', 'curve', 'gan']"
1232,"['usb', '3', 'suport', 'iya']"
1233,"['kuat', 'makan', 'forza', 'gam', 'ganti', 'vga', '1660-1070']"
1234,"['1660', 'game', 'iya']"
1235,['monitor']
1236,"['malam', 'bos', 'vga', 'monitor', 'harddisknya', 'up', '4tb']"
1237,"['1', 'intel', 'core', 'i5', '9400f', '29', 'ghz', 'cofeelake', '-', '1151-cfl', '1', 'msi', 'b360', 'gaming', 'plus', '-', '1151-cfl', '1', 'patriot', 'viper', 'rgb', '16gb', '8x2', 'kit', '3000mhz', '1', 'wd', 'blue', '1tb', '35inc', '1', 'ssd', 'colorfull', '240gb', '1', 'msi', 'gtx', '1660', 'ti', 'gaming', '6gb', 'ddr6', '1', 'cougar', 'bronze', '500w', 'vte', '1', 'cube', 'gaming', 'klassis', 'black', '1', 'pc', 'cooler', '3in1', 'rgb', '4', 'pin', '1', 'id', 'cooling', 'auraflow', '240', 'speck', 'butuh', 'budget', 'kak', 'terima', 'kasih']"
1238,"['gtx', '6', 'gb', 'no', 'monitor', 'gan']"
1239,"['1bisa', 'monitor', '2ramnya', '16']"
1240,"['req', 'spec']"
1241,"['siang', 'gan', 'itungin', 'pake', '-mobo', 'msi', 'b360', 'pro', '-vga', 'msi', 'rx', '580', '8gb', 'msi', 'gtx', '1660', 'ventus', 'xs', '6gb', 'monitor', 'key', 'mouse']"
1242,"['ready', 'kakbisa', 'gosend', 'upgrade', 'monitor', '24inch']"
1243,"['gan', 'kontak', 'tanya2']"
1244,"['gan', 'ngituin', 'harga', 'mesennya', 'besok', 'mobonya', 'ganti', 'msi', 'h310m', 'gaming', 'plus', 'vganya', 'ganti', 'msi', 'geforce', 'gtx', '1660', 'ti', 'ventus', 'xs', '6gb', 'oc', 'gddr6']"
1245,"['mobonya', 'msi', 'h310m', 'gaming', 'plus', 'vganya', 'gtx1660ti', '6gb', 'monitor']"
1246,['toko']
1247,"['gan', 'vga', 'ganti', 'gtx', '1070', 'ti']"
1248,"['gambar', 'ganti', '1660ti', 'liquid', 'cooler', 'gan']"
1249,"['power', 'supply', 'gan']"
1250,"['gan', 'hdd', '1', 'tb', 'luar', 'monitor']"
1251,"['gan', '12jt', 'spek', 'kayak', 'foto']"
1252,"['pubg', 'ultra']"
1253,"['plus', 'wireless', 'dvd', 'rw', 'gan']"
1254,"['gan', 'request', '', '1', 'intel', 'core', 'i7-8700', '12m', 'cache', 'up', 'to', '460', 'ghz', 'processor', '-', 'cooler', 'master', 'i30', 'hsf', '2', 'msi', 'geforce', 'gtx', '1070', '8gb', 'ddr5x', '', 'gaming', '2', 'msi', 'b360m', 'gaming', 'plus', 'motherboard', '4', 'team', 'elite', 'ddr4', 'pc19200', '2400mhz', '16gb', '2x8gb', 'ram', '5', 'wd', 'green', 'ssd', '240gb', '6', 'wd', 'blue', '2tb', '7200', 'rpm', 'hdd', '7', 'gamemax', '550w', '80', 'bronze', 'psu', '8', 'case', 'armageddon', 't5x', 'pro', '', '3xfan', '9', 'wifi wirelles', 'include', '10', 'blutut', '11', 'windows', '10', 'pro', 'original', 'total', 'gan', 'jamin', 'susun', 'kabel2', 'jamin', 'rapi', 'kokoh']"
1255,"['gan', 'sing', 'ganti']"
1256,"['gan', 'pc', 'i7', 'spec', 'ram', '16gb', 'lan', 'card', 'dukung', 'dvd', 'room', 'lain2', 'pc', 'kantor', 'jatuh', 'tolong', 'hitung', 'i7', '6700', '7700', 'paut']"
1257,"['game', 'kahh']"
1258,"['kuat', 'game', 'steam', 'survival', 'bellwright', 'min']"
1259,"['live', 'tiktok', 'yutube', 'kak']"
1260,"['kuat', '3d', 'rendering']"
1261,"['ssd', '500', 'tambah']"
1262,"['software', 'gamenya', 'orisinal']"
1263,"['beli', 'pc', 'bos', 'harga']"
1264,"['vga', 'pilih', '1030', 'ready', 'kak']"
1265,"['rdr', '2', 'fps']"
1266,"['kak', 'makan', 'genshin', 'sfek', 'fps']"
1267,"['garansi', '1thn', 'kak']"
1268,"['vganya', 'ganti']"
1269,"['makan', 'minecraft', 'roblox', 'kak']"
1270,"['gan', 'processornya', 'ganti', 'xeon']"
1271,['fullset']
1272,"['instalin', 'game', 'efootbal', 'kak']"
1273,"['instal', 'game', 'game']"
1274,"['vganya', 'pilih']"
1275,"['stok', 'ready', 'bang']"
1276,"['request', 'aplikasi', 'sketchup', 'dam', 'minitab']"
1277,"['min', 'pakai', 'live', 'streaming']"
1278,"['ssd', '256', 'tambah']"
1279,"['1', 'kak', 'vga', 'pilih', '3', '2', 'ssd', 'sata nvme']"
1280,"['memory', 'ssdnya', 'upgrade']"
1281,"['ready', 'kak', 'spek']"
1282,"['rakit', 'min']"
1283,"['edit', 'video', 'kak']"
1284,"['stok', 'ready', 'kak']"
1285,"['lengkap', 'gan', 'maksud', 'install']"
1286,"['kak', 'kalok', 'listrik', 'rumah', '450watt', 'pc', 'nyala', 'kak']"
1287,"['live', 'streaming', 'iya']"
1288,"['permisi', 'kak', 'pc', 'dibpakein', 'monitor', '24inch', 'merek', 'kak']"
1289,"['kak', 'kirim', 'kejogja', 'aman']"
1290,"['kak', 'spek', 'kayak', 'gak spek', 'processor amd', 'ryzen', '5', '3600', 'ram 16gb', 'ddr4', 'vga zotac', 'nvidia', 'rtx', '2060', '6gb', 'vram', 'hdd 1tb', 'ssd 240gb', 'spek', 'kayak', 'kak']"
1291,"['permisi', 'kak', 'makan', 'forza', 'kak']"
1292,"['garansi', 'kak']"
1293,"['ssd', 'merek', 'iya', 'up', '512', 'tambah']"
1294,"['bonus', 'game', 'softwarenya', 'kak']"
1295,"['kak', 'game', 'gratis', '1', '2']"
1296,"['game', 'instalin']"
1297,"['upgrade', 'hdd', '1', 'tb']"
1298,"['google', 'chorme']"
1299,"['game', 'watchdog', '2', 'fps', 'medium', 'setting']"
1300,"['makan', 'valo', 'grafik', 'mid']"
1301,"['kak', 'memorynya', 'ddr4', 'vga', '4gb', 'ddr5', 'kak']"
1302,"['stream', 'game', 'ringan', 'rekomen', 'kak']"
1303,"['vga', 'upgrade', 'slot', 'tambah', 'ram', 'ssd']"
1304,"['chanel', 'youtube', 'video', 'lengkap', 'mampu', 'pc']"
1305,"['monitor', 'merek', 'tambah', 'jne', 'cargo', 'murah']"
